transaction_id,time_of_purchase,purchase_amount,customer_id,fname,lname,age,addr_city,email,has_paid_before,annual_salary,type_of_goods,delivery_city,ip_country,is_fraud
2104081,17:46:32,143,52389,Anders,Magnusson,48,Örebro,and_magnusson@hotmail.com,t,264000,Clothing,Stockholm,SE,f
2104679,0:45:18,303,15131,Anders,Olofsson,50,Örebro,and_olofsson@hotmail.com,t,26000,Books,Örebro,SE,f
2105329,20:02:30,200,94639,Anders,Lindgren,27,Stockholm,anders.lindgren@hotmail.com,t,123000,Food,Stockholm,SE,f
2105927,15:30:42,3908,9027,Anders,Bergstrom,53,Lund,anders.bergstrom@hotmail.com,t,256000,Tickets,Lund,SE,f
2106551,22:59:52,254,91433,Anders,Berglund,53,Stockholm,anders.berglund@hotmail.com,t,127000,Clothing,Stockholm,SE,f
2107201,13:37:03,200,26787,Anders,Berg,70,Stockholm,anders.berg@hotmail.com,t,30000,Clothing,Stockholm,SE,f
2108709,16:55:26,100,55751,Anders,Henriksson,38,Goteborg,anders.henriksson@hotmail.com,t,59000,Clothing,Stockholm,SE,f
2109060,18:08:03,139,86268,Anders,Mattsson,36,Lund,anders.mattsson@hotmail.com,t,243000,Food,Stockholm,SE,f
2111517,20:37:04,256,17913,Anders,Bergman,56,Malmö,anders.bergman@hotmail.com,t,30000,Food,Malmö,SE,f
2113402,23:44:03,200,94990,Anders,Nystrom,41,Goteborg,anders.nystrom@hotmail.com,t,298000,Clothing,Goteborg,SE,f
2115625,20:22:32,1209,19842,Anders,Gunnarsson,62,Örebro,and_gunnarsson@hotmail.com,t,153000,Clothing,Örebro,SE,f
1990175,7:29:34,7920,112776,Andreas,Eriksson,62,Malmö,andreas_eriksson@hotmail.com,t,125000,Clothing,Malmö,SE,f
2003175,15:47:22,5990,14746,Andreas,Bengtsson,43,Stockholm,andreas.bengtsson@hotmail.com,t,341000,Clothing,Stockholm,SE,f
2046075,17:54:44,5768,46013,Andreas,Soderberg,77,Stockholm,andreas.soderberg@hotmail.com,t,304000,Clothing,Stockholm,FI,f
2008375,20:24:59,5316,59621,Andreas,Petersson,29,Stockholm,andreas.petersson@telia.com,f,116000,Clothing,Stockholm,FI,f
2031775,7:39:27,5063,101962,Andreas,Sjoberg,77,Knivsta,an.s@hotmail.com,f,53000,Books,Knivsta,SE,f
2035675,21:13:20,4706,94693,Andreas,Engstrom,45,Malmö,andreas.engstrom@yahoo.se,t,482000,Clothing,Malmö,,f
2048675,15:52:51,3659,117580,Andreas,Holmberg,53,Stockholm,andreas.holmberg@hotmail.com,t,2000,Clothing,Stockholm,NO,f
2000575,16:37:15,3579,111621,Andreas,Jansson,47,Stockholm,andreas.jansson@hotmail.com,t,496000,Books,Stockholm,SE,f
2016175,16:42:52,3356,66961,Andreas,Lundberg,77,Lund,andreas.lundberg@hotmail.com,t,2000,Clothing,Lund,SE,f
2014875,12:07:22,3088,154,Andreas,Lindgren,73,Västerås,and_lindgren@hotmail.com,t,45000,Clothing,Västerås,SE,f
2005775,18:04:45,2452,99206,Andreas,Carlsson,31,Örebro,a.ca@hotmail.com,t,13000,Electronics,Örebro,SE,f
2018775,19:25:23,2452,101445,Andreas,Jakobsson,65,Lund,andreas.jakobsson@gmail.com,t,408000,Electronics,Lund,NO,f
2043475,17:25:23,2452,84197,Andreas,Holm,75,Västerås,and_holm@hotmail.com,t,402000,Electronics,Västerås,SE,f
1986275,19:32:20,2452,113641,Andreas,Johansson,70,Uppsala,andreas.johansson@hotmail.com,f,31000,Electronics,Uppsala,SE,f
2001875,15:55:09,1874,105708,Andreas,Hansson,37,Stockholm,andreas_hansson@live.se,f,4000,Dating,Stockholm,,f
2026575,17:35:58,1803,18332,Andreas,Fredriksson,22,Örebro,and_fredriksson@hotmail.com,t,449000,Clothing,Örebro,SE,f
1991475,10:16:23,1666,105109,Andreas,Larsson,63,Stockholm,andreas_larsson@yahoo.se,f,22000,Books,Stockholm,SE,f
2039575,18:58:54,1587,15370,Andreas,Bergman,41,Stockholm,andreas.bergman@hotmail.com,t,351000,Clothing,Stockholm,UK,f
1984975,16:54:25,1531,30898,Andreas,Andersson,74,Uppsala,andreas.andersson@hotmail.com,t,59000,Clothing,Uppsala,SE,f
1999275,21:39:30,1513,45730,Andreas,Jonsson,62,Västerås,and.j@telia.com,f,110000,Food,Västerås,DK,f
2044775,17:15:37,1501,1440,Andreas,Gunnarsson,34,Örebro,and_gunnarsson@hotmail.com,t,67000,Clothing,Örebro,SE,f
2004475,20:51:45,1391,6130,Andreas,Lindberg,53,Linköping,and_lindberg@hotmail.com,t,-,Clothing,Linköping,DK,f
2038275,17:51:47,1247,29857,Andreas,Eklund,48,Stockholm,andreas.eklund@hotmail.com,t,170000,Clothing,Stockholm,SE,f
2036975,18:20:12,1209,36025,Andreas,Lundin,68,Nykvarn,and_lundin@hotmail.com,t,48000,Tickets,Knivsta,SE,f
2022675,17:52:39,1209,119604,Andreas,Berg,25,Örebro,and_berg@hotmail.com,t,30000,Clothing,Örebro,SE,f
2025275,17:57:52,1209,60550,Andreas,Sandberg,55,Västerås,and_sandberg@hotmail.com,t,2000,Tickets,Västerås,SE,f
1997975,20:42:54,1209,93657,Andreas,Pettersson,34,Malmö,andreas.pettersson@telia.com,f,5000,Clothing,Malmö,NO,f
2017475,16:29:49,1163,107282,Andreas,Bergstrom,61,Knivsta,and_bergstrom@telia.com,t,434000,Tickets,Lund,SE,f
1996675,20:01:58,1124,121184,Andreas,Gustafsson,48,Linköping,and_gustafsson@hotmail.com,t,41000,Books,Linköping,FI,f
2009675,17:25:19,1036,12157,Andreas,Magnusson,70,Nykvarn,and_magnusson@hotmail.com,t,-,Clothing,Lund,SE,f
1988875,18:13:58,914,121624,Andreas,Nilsson,30,Stockholm,andreas.nilsson@hotmail.com,t,61000,Clothing,Stockholm,,f
2029175,18:50:59,671,123066,Andreas,Mattsson,26,Stockholm,andreas.mattsson@gmail.com,t,470000,Books,Stockholm,SE,f
1992775,20:27:55,477,61035,Andreas,Olsson,25,Stockholm,andreas.olsson@telia.com,t,308000,Clothing,Stockholm,,f
2027875,17:42:00,170,20072,Andreas,Henriksson,19,Linköping,and_henriksson@hotmail.com,t,243000,Food,Linköping,SE,f
2042175,18:28:35,151,103136,Andreas,Hakansson,66,Malmö,andreas.hakansson@hotmail.com,t,88000,Tickets,Malmö,SE,f
2030475,18:37:10,139,61497,Andreas,Forsberg,56,Lund,andreas.forsberg@gmail.com,t,172000,Clothing,Lund,SE,f
2013575,10:29:19,129,107626,Andreas,Gustavsson,29,Uppsala,andreas.gustavsson@hotmail.com,t,174000,Clothing,Uppsala,SE,f
2033075,16:07:14,127,79071,Andreas,Lind,47,Stockholm,andreas.lind@hotmail.com,t,283000,Clothing,Stockholm,SE,f
2007075,17:44:49,111,14626,Andreas,Jonsson,76,Stockholm,andreas.jonsson@hotmail.com,t,67000,Food,Stockholm,SE,f
2034375,16:56:34,108,33216,Andreas,Lindqvist,54,Linköping,and_lindqvist@hotmail.com,t,191000,Clothing,Linköping,SE,f
2023975,17:48:49,106,79307,Andreas,Axelsson,41,Stockholm,andreas.axelsson@hotmail.com,t,135000,Books,Stockholm,SE,f
2040875,16:09:38,106,88435,Andreas,Danielsson,21,Linköping,and_danielsson@hotmail.com,t,9000,Clothing,Linköping,SE,f
2021375,17:29:52,105,40400,Andreas,Lundgren,27,Nykvarn,and_lundgren@hotmail.com,t,19000,Clothing,Uppsala,SE,f
2020075,16:35:00,101,115701,Andreas,Berglund,68,Uppsala,andreas.berglund@hotmail.com,t,316000,Clothing,Uppsala,SE,f
1994075,17:42:30,101,108143,Andreas,Persson,77,Stockholm,andreas.persson@hotmail.com,t,115000,Food,Stockholm,SE,f
2047375,11:58:41,100,74022,Andreas,Nystrom,64,Västerås,and.nystro@hotmail.com,t,418000,Clothing,Västerås,SE,f
1995375,17:52:27,100,59446,Andreas,Svensson,65,Linköping,an.svenss@hotmail.com,t,417000,Books,Linköping,SE,f
2010975,8:39:53,100,113974,Andreas,Lindstrom,55,Stockholm,andreas_lindstrom@hotmail.com,t,52000,Clothing,Stockholm,SE,f
2012275,17:52:13,100,6715,Andreas,Olofsson,20,Stockholm,andreas.olofsson@hotmail.com,t,143000,Clothing,Stockholm,SE,f
1987575,17:33:18,100,6738,Andreas,Karlsson,68,Stockholm,andreas.karlsson@hotmail.com,t,13000,Clothing,Stockholm,SE,f
2053654,2:38:27,7356,99206,Andreas,Carlsson,31,Örebro,a.ca@hotmail.com,t,13000,Electronics,Örebro,SE,f
2054161,3:10:13,7356,84197,Andreas,Holm,75,Västerås,and_holm@hotmail.com,t,402000,Electronics,Västerås,SE,f
2054642,3:09:36,4593,30898,Andreas,Andersson,74,Uppsala,andreas.andersson@hotmail.com,t,59000,Clothing,Uppsala,SE,f
2055097,19:43:48,100,6738,Andreas,Karlsson,68,Stockholm,andreas.karlsson@hotmail.com,t,13000,Clothing,Stockholm,SE,f
2055344,22:46:29,1828,121624,Andreas,Nilsson,30,Stockholm,andreas.nilsson@hotmail.com,t,61000,Clothing,Stockholm,,f
2056553,20:44:23,202,108143,Andreas,Persson,77,Stockholm,andreas.persson@hotmail.com,t,115000,Food,Stockholm,SE,f
2058061,17:42:29,3579,111621,Andreas,Jansson,47,Stockholm,andreas.jansson@hotmail.com,t,496000,Books,Stockholm,SE,f
2060427,13:29:55,200,113974,Andreas,Lindstrom,55,Stockholm,andreas_lindstrom@hotmail.com,t,52000,Clothing,Stockholm,SE,f
2062546,19:55:39,202,115701,Andreas,Berglund,68,Uppsala,andreas.berglund@hotmail.com,t,316000,Clothing,Uppsala,SE,f
2063638,0:54:55,212,79307,Andreas,Axelsson,41,Stockholm,andreas.axelsson@hotmail.com,t,135000,Books,Stockholm,SE,f
2064418,0:05:30,3606,18332,Andreas,Fredriksson,22,Örebro,and_fredriksson@hotmail.com,t,449000,Clothing,Örebro,SE,f
2065874,18:02:35,127,79071,Andreas,Lind,47,Stockholm,andreas.lind@hotmail.com,t,283000,Clothing,Stockholm,SE,f
2066108,0:15:31,216,33216,Andreas,Lindqvist,54,Linköping,and_lindqvist@hotmail.com,t,191000,Clothing,Linköping,SE,f
2069046,23:34:04,11536,46013,Andreas,Soderberg,77,Stockholm,andreas.soderberg@hotmail.com,t,304000,Clothing,Stockholm,FI,f
2069449,14:46:41,200,74022,Andreas,Nystrom,64,Västerås,and.nystro@hotmail.com,t,418000,Clothing,Västerås,SE,f
2071191,3:58:31,3627,60550,Andreas,Sandberg,55,Västerås,and_sandberg@hotmail.com,t,2000,Tickets,Västerås,SE,f
2075663,2:38:27,7356,99206,Andreas,Carlsson,31,Örebro,a.ca@hotmail.com,t,13000,Electronics,Örebro,SE,f
2076170,3:10:13,7356,84197,Andreas,Holm,75,Västerås,and_holm@hotmail.com,t,402000,Electronics,Västerås,SE,f
2076651,3:09:36,4593,30898,Andreas,Andersson,74,Uppsala,andreas.andersson@hotmail.com,t,59000,Clothing,Uppsala,SE,f
2077106,19:43:48,100,6738,Andreas,Karlsson,68,Stockholm,andreas.karlsson@hotmail.com,t,13000,Clothing,Stockholm,SE,f
2077353,22:46:29,1828,121624,Andreas,Nilsson,30,Stockholm,andreas.nilsson@hotmail.com,t,61000,Clothing,Stockholm,,f
2078562,20:44:23,202,108143,Andreas,Persson,77,Stockholm,andreas.persson@hotmail.com,t,115000,Food,Stockholm,SE,f
2080070,17:42:29,3579,111621,Andreas,Jansson,47,Stockholm,andreas.jansson@hotmail.com,t,496000,Books,Stockholm,SE,f
2082436,13:29:55,200,113974,Andreas,Lindstrom,55,Stockholm,andreas_lindstrom@hotmail.com,t,52000,Clothing,Stockholm,SE,f
2084555,19:55:39,202,115701,Andreas,Berglund,68,Uppsala,andreas.berglund@hotmail.com,t,316000,Clothing,Uppsala,SE,f
2085647,0:54:55,212,79307,Andreas,Axelsson,41,Stockholm,andreas.axelsson@hotmail.com,t,135000,Books,Stockholm,SE,f
2086427,0:05:30,3606,18332,Andreas,Fredriksson,22,Örebro,and_fredriksson@hotmail.com,t,449000,Clothing,Örebro,SE,f
2087883,18:02:35,127,79071,Andreas,Lind,47,Stockholm,andreas.lind@hotmail.com,t,283000,Clothing,Stockholm,SE,f
2088117,0:15:31,216,33216,Andreas,Lindqvist,54,Linköping,and_lindqvist@hotmail.com,t,191000,Clothing,Linköping,SE,f
2091055,23:34:04,11536,46013,Andreas,Soderberg,77,Stockholm,andreas.soderberg@hotmail.com,t,304000,Clothing,Stockholm,FI,f
2091458,14:46:41,200,74022,Andreas,Nystrom,64,Västerås,and.nystro@hotmail.com,t,418000,Clothing,Västerås,SE,f
2093200,3:58:31,3627,60550,Andreas,Sandberg,55,Västerås,and_sandberg@hotmail.com,t,2000,Tickets,Västerås,SE,f
2097672,2:38:27,7356,99206,Andreas,Carlsson,31,Örebro,a.ca@hotmail.com,t,13000,Electronics,Örebro,SE,f
2098179,3:10:13,7356,84197,Andreas,Holm,75,Västerås,and_holm@hotmail.com,t,402000,Electronics,Västerås,SE,f
2098660,3:09:36,4593,30898,Andreas,Andersson,74,Uppsala,andreas.andersson@hotmail.com,t,59000,Clothing,Uppsala,SE,f
2099115,19:43:48,100,6738,Andreas,Karlsson,68,Stockholm,andreas.karlsson@hotmail.com,t,13000,Clothing,Stockholm,SE,f
2099362,22:46:29,1828,121624,Andreas,Nilsson,30,Stockholm,andreas.nilsson@hotmail.com,t,61000,Clothing,Stockholm,,f
2100571,20:44:23,202,108143,Andreas,Persson,77,Stockholm,andreas.persson@hotmail.com,t,115000,Food,Stockholm,SE,f
2102079,17:42:29,3579,111621,Andreas,Jansson,47,Stockholm,andreas.jansson@hotmail.com,t,496000,Books,Stockholm,SE,f
2104445,13:29:55,200,113974,Andreas,Lindstrom,55,Stockholm,andreas_lindstrom@hotmail.com,t,52000,Clothing,Stockholm,SE,f
2106564,19:55:39,202,115701,Andreas,Berglund,68,Uppsala,andreas.berglund@hotmail.com,t,316000,Clothing,Uppsala,SE,f
2107656,0:54:55,212,79307,Andreas,Axelsson,41,Stockholm,andreas.axelsson@hotmail.com,t,135000,Books,Stockholm,SE,f
2108436,0:05:30,3606,18332,Andreas,Fredriksson,22,Örebro,and_fredriksson@hotmail.com,t,449000,Clothing,Örebro,SE,f
2109892,18:02:35,127,79071,Andreas,Lind,47,Stockholm,andreas.lind@hotmail.com,t,283000,Clothing,Stockholm,SE,f
2110126,0:15:31,216,33216,Andreas,Lindqvist,54,Linköping,and_lindqvist@hotmail.com,t,191000,Clothing,Linköping,SE,f
2113064,23:34:04,11536,46013,Andreas,Soderberg,77,Stockholm,andreas.soderberg@hotmail.com,t,304000,Clothing,Stockholm,FI,f
2113467,14:46:41,200,74022,Andreas,Nystrom,64,Västerås,and.nystro@hotmail.com,t,418000,Clothing,Västerås,SE,f
2115209,3:58:31,3627,60550,Andreas,Sandberg,55,Västerås,and_sandberg@hotmail.com,t,2000,Tickets,Västerås,SE,f
1999691,5:24:25,17297,108115,Anette,Jonsson,77,Stockholm,anette_jonsson@hotmail.com,t,361000,Food,Stockholm,SE,f
2015291,15:18:55,12751,113156,Anette,Lindgren,63,Stockholm,anette.lindgren@telia.com,t,8000,Books,Stockholm,SE,f
2041291,15:48:24,9609,35607,Anette,Danielsson,25,Stockholm,anette.danielsson@gmail.com,f,314000,Books,Stockholm,DK,f
2026991,19:07:11,8543,27815,Anette,Fredriksson,24,Stockholm,anette.fredriksson@hotmail.com,t,-,Books,Stockholm,,f
2033491,15:59:21,7204,110097,Anette,Lind,61,Lund,anette_lind@hotmail.com,f,168000,Clothing,Lund,SE,f
2011391,13:22:00,6023,68809,Anette,Lindstrom,70,Goteborg,anette.lindstrom@hotmail.com,t,7000,Clothing,Goteborg,SE,f
2006191,10:35:35,5790,59814,Anette,Carlsson,72,Linköping,an.carlss@hotmail.com,f,227000,Electronics,Linköping,SE,f
1994491,21:43:58,5059,80129,Anette,Persson,74,Knivsta,uhhwqgzd@yahoo.se,f,112000,Food,Stockholm,SE,f
2046491,16:59:43,4582,93009,Anette,Soderberg,36,Uppsala,anette.soderberg@hotmail.com,t,151000,Clothing,Uppsala,SE,f
2004891,14:18:58,4437,121454,Anette,Lindberg,19,Lund,anette.lindberg@gmail.com,f,277000,Dating,Lund,NO,f
1995791,16:44:07,4288,67513,Anette,Svensson,55,Goteborg,anette.svensson@gmail.com,f,5000,Electronics,Goteborg,NO,f
1998391,12:06:31,4139,99232,Anette,Pettersson,27,Goteborg,anette.pettersson@hotmail.com,t,132000,Clothing,Goteborg,SE,f
1993191,14:30:17,3353,52046,Anette,Olsson,35,Örebro,ane.ols@hotmail.com,t,251000,Clothing,Örebro,SE,f
2049091,18:47:04,3116,120690,Anette,Holmberg,18,Goteborg,anette.holmberg@telia.com,f,105000,Electronics,Goteborg,DK,f
2000991,14:48:34,2886,96756,Anette,Jansson,62,Örebro,ane_jansson@gmail.com,t,298000,Clothing,Örebro,SE,f
2045191,17:05:29,2744,12938,Anette,Gunnarsson,47,Malmö,anette.gunnarsson@hotmail.com,t,9000,Clothing,Malmö,SE,f
2007491,13:34:35,2452,120027,Anette,Jonsson,19,Nykvarn,anette.j@hotmail.com,t,115000,Electronics,Nykvarn,SE,f
2010091,15:32:13,2452,38249,Anette,Magnusson,27,Västerås,ane_magnusson@hotmail.com,t,36000,Electronics,Västerås,SE,f
1985391,18:00:26,2452,48064,Anette,Andersson,38,Stockholm,anette.andersson@hotmail.com,t,284000,Electronics,Stockholm,SE,f
2016591,18:24:47,1774,57746,Anette,Lundberg,63,Örebro,ane.lund@hotmail.com,t,98000,Clothing,Örebro,SE,f
2021791,19:59:11,1485,40559,Anette,Lundgren,64,Nykvarn,ane_lundgren@gmail.com,t,298000,Clothing,Malmö,SE,f
2030891,18:39:06,1403,44630,Anette,Forsberg,58,Goteborg,anette.forsberg@hotmail.com,t,165000,Clothing,Goteborg,NO,f
2012691,22:30:22,1250,49434,Anette,Olofsson,73,Västerås,vexeas7rcl@live.se,f,7000,Tickets,Västerås,FI,f
2043891,18:39:06,1209,47060,Anette,Holm,59,Örebro,ane_holm@hotmail.com,t,-,Books,Örebro,SE,f
1989291,18:18:33,847,41654,Anette,Nilsson,59,Västerås,ane_nilsson@gmail.com,f,43000,Books,Västerås,SE,f
2025691,16:08:51,774,34834,Anette,Sandberg,33,Västerås,ane_sandberg@hotmail.com,t,413000,Books,Västerås,SE,f
2020491,22:48:39,627,79340,Anette,Berglund,18,Stockholm,anette.berglund@hotmail.com,f,41000,Tickets,Stockholm,,f
2024391,17:05:30,524,17925,Anette,Axelsson,50,Uppsala,anette.axelsson@hotmail.com,t,244000,Clothing,Uppsala,SE,f
1997091,22:31:31,343,57634,Anette,Gustafsson,68,Goteborg,anette.gustafsson@live.se,f,-,Clothing,Goteborg,FI,f
2037391,17:57:12,341,22387,Anette,Lundin,54,Goteborg,anette.lundin@hotmail.com,t,55000,Clothing,Goteborg,SE,f
2029591,18:03:33,212,103354,Anette,Mattsson,57,Stockholm,anette.mattsson@hotmail.com,t,114000,Clothing,Stockholm,SE,f
2017891,18:33:37,158,23497,Anette,Bergstrom,41,Stockholm,anette.bergstrom@hotmail.com,t,308000,Food,Stockholm,NO,f
2039991,11:41:12,117,107440,Anette,Bergman,33,Goteborg,anette.bergman@hotmail.com,t,346000,Clothing,Goteborg,SE,f
1986691,7:25:37,113,95239,Anette,Johansson,63,Uppsala,anette_johansson@hotmail.com,t,21000,Tickets,Uppsala,SE,f
2032191,16:39:56,109,122348,Anette,Sjoberg,59,Linköping,ane_sjoberg@hotmail.com,t,36000,Dating,Linköping,SE,f
2019191,14:38:16,105,41421,Anette,Jakobsson,26,Stockholm,anette.jakobsson@hotmail.com,t,349000,Books,Stockholm,SE,f
2038691,15:55:16,103,66052,Anette,Eklund,70,Stockholm,anette.eklund@hotmail.com,t,131000,Clothing,Stockholm,SE,f
2023091,7:45:06,103,80085,Anette,Berg,19,Goteborg,anette.berg@hotmail.com,t,262000,Books,Goteborg,SE,f
2042591,14:23:32,101,78220,Anette,Hakansson,70,Uppsala,anette.hakansson@hotmail.com,t,28000,Clothing,Uppsala,SE,f
2047791,11:40:05,100,120561,Anette,Nystrom,25,Goteborg,anette.nystrom@hotmail.com,t,1000,Clothing,Goteborg,SE,f
2028291,17:57:51,100,50122,Anette,Henriksson,54,Stockholm,anette.henriksson@hotmail.com,t,5000,Food,Stockholm,SE,f
2013991,13:10:03,100,45276,Anette,Gustavsson,46,Stockholm,anette.gustavsson@hotmail.com,t,221000,Books,Stockholm,SE,f
1987991,12:39:41,100,26604,Anette,Karlsson,70,Stockholm,anette.karlsson@hotmail.com,t,29000,Tickets,Stockholm,SE,f
2034791,17:42:47,100,119263,Anette,Lindqvist,47,Västerås,ane.lin@hotmail.com,t,22000,Dating,Västerås,SE,f
2053186,19:20:35,2452,48064,Anette,Andersson,38,Stockholm,anette.andersson@hotmail.com,t,284000,Electronics,Stockholm,SE,f
2053732,21:49:33,4904,38249,Anette,Magnusson,27,Västerås,ane_magnusson@hotmail.com,t,36000,Electronics,Västerås,SE,f
2060505,14:34:34,6023,68809,Anette,Lindstrom,70,Goteborg,anette.lindstrom@hotmail.com,t,7000,Clothing,Stockholm,SE,f
2064145,17:04:33,774,34834,Anette,Sandberg,33,Västerås,ane_sandberg@hotmail.com,t,413000,Books,Stockholm,SE,f
2064834,0:25:27,200,50122,Anette,Henriksson,54,Stockholm,anette.henriksson@hotmail.com,t,5000,Food,Stockholm,SE,f
2066251,0:19:52,200,119263,Anette,Lindqvist,47,Västerås,ane.lin@hotmail.com,t,22000,Dating,Västerås,SE,f
2067252,16:01:09,103,66052,Anette,Eklund,70,Stockholm,anette.eklund@hotmail.com,t,131000,Clothing,Stockholm,SE,f
2067577,12:35:19,117,107440,Anette,Bergman,33,Goteborg,anette.bergman@hotmail.com,t,346000,Clothing,Stockholm,SE,f
2068838,19:36:09,2744,12938,Anette,Gunnarsson,47,Malmö,anette.gunnarsson@hotmail.com,t,9000,Clothing,Malmö,SE,f
2075195,19:20:35,2452,48064,Anette,Andersson,38,Stockholm,anette.andersson@hotmail.com,t,284000,Electronics,Stockholm,SE,f
2075741,21:49:33,4904,38249,Anette,Magnusson,27,Västerås,ane_magnusson@hotmail.com,t,36000,Electronics,Västerås,SE,f
2082514,14:34:34,6023,68809,Anette,Lindstrom,70,Goteborg,anette.lindstrom@hotmail.com,t,7000,Clothing,Stockholm,SE,f
2086154,17:04:33,774,34834,Anette,Sandberg,33,Västerås,ane_sandberg@hotmail.com,t,413000,Books,Stockholm,SE,f
2086843,0:25:27,200,50122,Anette,Henriksson,54,Stockholm,anette.henriksson@hotmail.com,t,5000,Food,Stockholm,SE,f
2088260,0:19:52,200,119263,Anette,Lindqvist,47,Västerås,ane.lin@hotmail.com,t,22000,Dating,Västerås,SE,f
2089261,16:01:09,103,66052,Anette,Eklund,70,Stockholm,anette.eklund@hotmail.com,t,131000,Clothing,Stockholm,SE,f
2089586,12:35:19,117,107440,Anette,Bergman,33,Goteborg,anette.bergman@hotmail.com,t,346000,Clothing,Stockholm,SE,f
2090847,19:36:09,2744,12938,Anette,Gunnarsson,47,Malmö,anette.gunnarsson@hotmail.com,t,9000,Clothing,Malmö,SE,f
2097204,19:20:35,2452,48064,Anette,Andersson,38,Stockholm,anette.andersson@hotmail.com,t,284000,Electronics,Stockholm,SE,f
2097750,21:49:33,4904,38249,Anette,Magnusson,27,Västerås,ane_magnusson@hotmail.com,t,36000,Electronics,Västerås,SE,f
2104523,14:34:34,6023,68809,Anette,Lindstrom,70,Goteborg,anette.lindstrom@hotmail.com,t,7000,Clothing,Stockholm,SE,f
2108163,17:04:33,774,34834,Anette,Sandberg,33,Västerås,ane_sandberg@hotmail.com,t,413000,Books,Stockholm,SE,f
2108852,0:25:27,200,50122,Anette,Henriksson,54,Stockholm,anette.henriksson@hotmail.com,t,5000,Food,Stockholm,SE,f
2110269,0:19:52,200,119263,Anette,Lindqvist,47,Västerås,ane.lin@hotmail.com,t,22000,Dating,Västerås,SE,f
2111270,16:01:09,103,66052,Anette,Eklund,70,Stockholm,anette.eklund@hotmail.com,t,131000,Clothing,Stockholm,SE,f
2111595,12:35:19,117,107440,Anette,Bergman,33,Goteborg,anette.bergman@hotmail.com,t,346000,Clothing,Stockholm,SE,f
2112856,19:36:09,2744,12938,Anette,Gunnarsson,47,Malmö,anette.gunnarsson@hotmail.com,t,9000,Clothing,Malmö,SE,f
1993568,15:51:41,13257,72587,Ann,Olsson,59,Stockholm,ann.olsson@hotmail.com,t,6000,Clothing,Stockholm,SE,f
2020868,14:14:29,6407,119395,Ann,Berglund,47,Uppsala,ann_berglund@hotmail.com,f,208000,Electronics,Uppsala,DK,f
2016968,13:30:31,6281,117689,Ann,Lundberg,42,Goteborg,owfoqhwkmcx@live.se,f,365000,Dating,Goteborg,,f
2011768,19:45:07,5199,56849,Ann,Lindstrom,53,Stockholm,ann.lindstrom@hotmail.com,t,318000,Clothing,Stockholm,,f
2035168,20:06:12,3670,117951,Ann,Lindqvist,65,Uppsala,ann.lindqvist@outlook.com,f,59000,Clothing,Uppsala,FI,f
1994868,13:32:23,3471,67853,Ann,Persson,50,Malmö,ann.persson@hotmail.com,t,335000,Clothing,Malmö,SE,f
2041668,17:21:28,3304,97558,Ann,Danielsson,27,Goteborg,ann.danielsson@hotmail.com,t,83000,Food,Goteborg,SE,f
2005268,17:55:13,2877,58612,Ann,Lindberg,41,Linköping,ann_lindberg@hotmail.com,t,13000,Clothing,Linköping,SE,f
2048168,13:23:47,2772,32430,Ann,Nystrom,46,Malmö,ann.nystrom@hotmail.com,t,145000,Books,Malmö,SE,f
2031268,12:29:47,2761,6702,Ann,Forsberg,67,Linköping,a.fors@hotmail.com,t,34000,Dating,Linköping,SE,f
2023468,15:39:08,2704,66438,Ann,Berg,56,Goteborg,ann.berg@hotmail.com,t,112000,Clothing,Goteborg,SE,f
2006568,19:53:58,2452,107378,Ann,Carlsson,21,Knivsta,ann_carlsson@telia.com,t,232000,Electronics,Nykvarn,SE,f
2010468,20:11:26,1966,102411,Ann,Magnusson,34,Stockholm,ann.magnusson@gmail.com,t,4000,Clothing,Stockholm,,f
2049468,15:09:18,1913,84960,Ann,Holmberg,45,Lund,ann.holmbe@hotmail.com,t,142000,Food,Lund,SE,f
2028668,15:49:52,1882,60938,Ann,Henriksson,56,Stockholm,ann_henriksson@hotmail.com,t,442000,Dating,Stockholm,,f
2002668,18:00:06,1546,104680,Ann,Hansson,27,Örebro,ann_hansson@hotmail.com,t,7000,Clothing,Örebro,SE,f
2013068,18:09:02,1459,2100,Ann,Olofsson,36,Goteborg,ann.olofsson@hotmail.com,t,466000,Clothing,Goteborg,SE,f
2036468,18:00:17,1434,99046,Ann,Engstrom,24,Stockholm,ann.engstrom@hotmail.com,t,349000,Dating,Stockholm,SE,f
2000068,18:41:45,1406,7760,Ann,Jonsson,32,Västerås,ann_jonsson@hotmail.com,t,2000,Clothing,Västerås,SE,f
2032568,16:54:49,1363,63874,Ann,Sjoberg,35,Uppsala,ann.sjoberg@hotmail.com,t,-,Clothing,Uppsala,SE,f
2003968,16:27:32,1345,59537,Ann,Bengtsson,37,Linköping,ann_bengtsson@hotmail.com,t,134000,Clothing,Linköping,SE,f
1988368,18:11:04,1209,62597,Ann,Karlsson,64,Goteborg,ann.karlsson@hotmail.com,t,21000,Clothing,Goteborg,SE,f
2019568,18:01:03,1209,5027,Ann,Jakobsson,74,Västerås,an.jakobs@hotmail.com,t,203000,Clothing,Västerås,SE,f
2033868,17:58:48,1209,5821,Ann,Lind,78,Lund,ann.lind@hotmail.com,t,11000,Food,Lund,SE,f
